floor,seed,source,item,quantity,durability,uses,loaded,spare,x,y
2,74,ground,Firecracker,3,0,0,0,0,104,55
2,74,ground,Root Drill,1,0,3,0,0,96,104
2,74,ground,Torch,1,90,0,0,0,11,39
2,74,ground,Honey pot,1,0,0,0,0,15,36
2,74,ground,Shield Lantern,1,24,0,0,0,69,26
2,74,ground,Sleep Meds,3,0,0,0,0,57,58
2,74,ground,Fungal Bread,1,0,0,0,0,51,54
2,74,ground,Rake,1,400,0,0,0,69,27
2,74,ground,Bandage,2,0,0,0,0,78,35
2,74,ground,Ammo,1,0,0,0,0,100,13
2,74,stored,Bow,1,0,0,20,0,76,40
2,74,stored,Wooden Maul,1,24,0,0,0,82,37
2,74,ground,Sleep Meds,3,0,0,0,0,93,35
2,74,ground,Thorn Caltrops,2,0,0,0,0,83,46
2,75,ground,Stick,1,18,0,0,0,33,79
2,75,ground,Seed Bag,1,0,6,0,0,50,44
2,75,ground,River Fish,4,0,0,0,0,9,32
2,75,ground,River Fish,6,0,0,0,0,9,10
2,75,ground,Fishing Line,1,0,20,0,0,9,13
2,75,ground,Sap jar,2,0,0,0,0,7,30
2,75,ground,Water flask,2,0,0,0,0,35,54
2,75,ground,Rope Hook,1,0,24,0,0,38,97
2,75,ground,Ammo,1,0,0,0,0,42,100
2,75,ground,Rake,1,400,0,0,0,15,61
2,75,ground,Herb Bag,1,0,4,0,0,11,50
2,75,ground,Ammo,1,0,0,0,0,11,78
2,75,ground,Medkit,1,0,0,0,0,73,79
2,75,ground,Ammo,1,0,0,0,0,81,82
2,75,ground,River Fish,5,0,0,0,0,23,63
2,75,ground,River Fish,3,0,0,0,0,12,70
2,75,ground,Hatchet,1,35,0,0,0,27,28
2,75,ground,Lighter,1,0,20,0,0,36,48
2,75,wall,Mushroom spores,2,0,0,0,0,13,24
2,76,ground,Stick,1,18,0,0,0,78,59
2,76,ground,Bow,1,0,0,20,0,34,95
2,76,ground,Rope Hook,1,0,24,0,0,35,95
2,76,ground,Torch,1,90,0,0,0,79,99
2,76,ground,Hatchet,1,35,0,0,0,39,73
2,76,ground,Torch,1,90,0,0,0,39,72
2,76,ground,Pickaxe,1,32,0,0,0,9,73
2,76,ground,Root Drill,1,0,3,0,0,9,72
2,76,carried,Buckler,1,30,0,0,0,15,71
2,76,ground,Fungal Bread,2,0,0,0,0,8,75
2,76,ground,River Fish,6,0,0,0,0,83,83
2,76,ground,River Fish,3,0,0,0,0,35,29
2,76,ground,Fishing Line,1,0,20,0,0,35,28
2,76,ground,Spring Trap,2,0,0,0,0,39,71
2,76,ground,Water flask,2,0,0,0,0,84,74
2,76,ground,Rake,1,400,0,0,0,52,53
2,76,ground,Herb Bag,1,0,4,0,0,47,49
2,76,ground,Ammo,1,0,0,0,0,30,55
2,76,ground,Ammo,1,0,0,0,0,11,37
2,76,ground,Medkit,1,0,0,0,0,13,18
2,76,ground,Ammo,1,0,0,0,0,16,11
2,76,ground,River Fish,3,0,0,0,0,55,104
2,76,ground,Throwing Rock,3,0,0,0,0,57,87
2,76,ground,Smoke pot,2,0,0,0,0,55,63
2,76,ground,Fried Egg,2,0,0,0,0,37,36
2,76,ground,Sap jar,2,0,0,0,0,28,28
2,77,ground,Stick,1,18,0,0,0,33,57
2,77,ground,River Fish,3,0,0,0,0,51,80
2,77,ground,Pickaxe,1,32,0,0,0,58,101
2,77,ground,Throwing Rock,3,0,0,0,0,55,78
2,77,ground,Torch,1,90,0,0,0,55,16
2,77,ground,Throwing Net,2,0,0,0,0,56,16
2,77,ground,Torch,1,90,0,0,0,33,13
2,77,ground,Flint Knife,1,60,0,0,0,34,101
2,77,ground,Rake,1,400,0,0,0,42,102
2,77,ground,River Fish,3,0,0,0,0,41,31
2,77,ground,Fishing Line,1,0,20,0,0,41,34
2,77,ground,Hatchet,1,35,0,0,0,13,105
2,77,ground,Mushroom spores,2,0,0,0,0,29,41
2,77,ground,Torch,1,90,0,0,0,80,11
2,77,ground,Bandage,2,0,0,0,0,75,12
2,77,ground,Medkit,1,0,0,0,0,8,99
2,77,ground,Ammo,1,0,0,0,0,2,96
2,77,ground,Rake,1,400,0,0,0,64,61
2,77,ground,Smoke pot,2,0,0,0,0,59,54
2,78,ground,Stick,1,18,0,0,0,77,80
2,78,ground,Bow,1,0,0,20,0,56,90
2,78,ground,Reflecting Pan,1,24,0,0,0,36,33
2,78,ground,Oil flask,1,0,0,0,0,87,56
2,78,ground,Ammo,1,0,0,0,0,37,53
2,78,ground,Pocket Door,1,0,2,0,0,60,20
2,78,ground,Ammo,1,0,0,0,0,58,10
2,78,ground,Medkit,1,0,0,0,0,10,78
2,78,ground,Bandage,2,0,0,0,0,10,81
2,78,ground,Hatchet,1,35,0,0,0,16,87
2,78,ground,Ammo,1,0,0,0,0,19,82
2,78,ground,River Fish,5,0,0,0,0,35,62
2,78,ground,River Fish,5,0,0,0,0,34,49
2,78,ground,Hatchet,1,35,0,0,0,48,39
2,78,ground,Torch,1,90,0,0,0,80,52
2,79,ground,Stick,1,18,0,0,0,77,36
2,79,ground,Bow,1,0,0,20,0,47,37
2,79,ground,Pickaxe,1,32,0,0,0,58,40
2,79,ground,Ammo,1,0,0,0,0,57,31
2,79,ground,Sap jar,1,0,0,0,0,52,49
2,79,ground,Herb Bag,1,0,4,0,0,40,59
2,79,ground,Bandage,3,0,0,0,0,81,52
2,79,ground,Ammo,1,0,0,0,0,82,56
2,79,ground,Bandage,2,0,0,0,0,16,56
2,79,ground,Ammo,1,0,0,0,0,8,37
2,79,stored,Sap jar,2,0,0,0,0,31,40
2,79,ground,Rope Snare,2,0,0,0,0,61,50
2,79,wall,Fungal Bread,1,0,0,0,0,50,60
2,80,ground,Stick,1,18,0,0,0,77,36
2,80,ground,River Fish,6,0,0,0,0,30,28
2,80,ground,Pickaxe,1,32,0,0,0,40,53
2,80,ground,Hatchet,1,35,0,0,0,24,33
2,80,ground,Pickaxe,1,32,0,0,0,123,59
2,80,ground,Hunting Spear,1,45,0,0,0,127,61
2,80,ground,Hatchet,1,35,0,0,0,61,7
2,80,ground,Torch,1,90,0,0,0,61,6
2,80,ground,Bow,1,0,0,20,0,29,7
2,80,ground,Root Drill,1,0,3,0,0,28,7
2,80,carried,Buckler,1,30,0,0,0,36,10
2,80,ground,Firecracker,2,0,0,0,0,30,4
2,80,ground,Firecracker,2,0,0,0,0,59,5
2,80,ground,Fungal Bread,2,0,0,0,0,52,13
2,80,ground,River Fish,5,0,0,0,0,9,33
2,80,ground,Fishing Line,1,0,20,0,0,7,31
2,80,ground,Mushroom spores,2,0,0,0,0,84,37
2,80,ground,Mushroom spores,2,0,0,0,0,17,35
2,80,ground,Medkit,1,0,0,0,0,121,31
2,80,ground,Bandage,2,0,0,0,0,117,32
2,80,ground,Wooden Maul,1,24,0,0,0,119,36
2,80,ground,Ammo,1,0,0,0,0,127,37
2,80,ground,Buckler,1,30,0,0,0,102,34
2,80,wall,Cooked Meat,2,0,0,0,0,30,20
2,81,ground,Stick,1,18,0,0,0,12,57
2,81,ground,River Fish,5,0,0,0,0,39,52
2,81,ground,Sap jar,2,0,0,0,0,38,36
2,81,ground,Rope Snare,2,0,0,0,0,34,56
2,81,ground,Chili,1,0,0,0,0,34,63
2,81,ground,River Fish,4,0,0,0,0,64,56
2,81,ground,Fishing Line,1,0,20,0,0,65,59
2,81,ground,River Fish,4,0,0,0,0,54,80
2,81,ground,Digging Claws,1,200,0,0,0,60,39
2,81,ground,Hunting Horn,1,0,8,0,0,9,12
2,81,ground,Throwing Rock,3,0,0,0,0,9,41
2,81,ground,Bandage,2,0,0,0,0,15,27
2,81,ground,Water flask,2,0,0,0,0,55,61
2,81,ground,Medkit,1,0,0,0,0,83,42
2,81,ground,Thunder Acorn,2,0,0,0,0,55,106
2,81,ground,Ammo,1,0,0,0,0,52,102
2,81,ground,Ammo,1,0,0,0,0,40,10
2,81,ground,Ammo,1,0,0,0,0,81,37
2,81,ground,Wooden Maul,1,24,0,0,0,33,2
2,81,wall,Sap jar,2,0,0,0,0,11,19
2,82,ground,Stick,1,18,0,0,0,57,80
2,82,ground,Crossbow,1,0,0,1,16,77,52
2,82,ground,Rope Hook,1,0,24,0,0,78,52
2,82,ground,Torch,1,90,0,0,0,57,57
2,82,ground,Hatchet,1,35,0,0,0,31,77
2,82,ground,Water flask,2,0,0,0,0,31,102
2,82,ground,Pitch Bomb,2,0,0,0,0,32,105
2,82,ground,Rake,1,400,0,0,0,32,37
2,82,ground,Herb Bag,1,0,4,0,0,33,38
2,82,ground,Ammo,1,0,0,0,0,10,40
2,82,ground,Torch,1,90,0,0,0,78,99
2,82,ground,Straw Decoy,1,0,0,0,0,79,77
2,82,ground,Ammo,1,0,0,0,0,71,85
2,82,ground,Medkit,1,0,0,0,0,59,39
2,82,ground,Ammo,1,0,0,0,0,54,31
2,82,ground,Mushroom spores,2,0,0,0,0,24,29
2,82,wall,Torch,1,90,0,0,0,32,67
2,83,ground,Stick,1,18,0,0,0,57,80
2,83,ground,Wooden Maul,1,24,0,0,0,24,75
2,83,ground,Raw Meat,2,0,0,0,0,20,56
2,83,ground,Torch,1,90,0,0,0,32,67
2,83,ground,Pickaxe,1,32,0,0,0,79,49
2,83,ground,Hatchet,1,35,0,0,0,55,58
2,83,ground,Sap jar,2,0,0,0,0,61,45
2,83,ground,Seed Bag,1,0,6,0,0,35,66
2,83,ground,Rotten Fruit,3,0,0,0,0,62,17
2,83,ground,Herb Bag,1,0,4,0,0,59,2
2,83,ground,Hatchet,1,35,0,0,0,81,18
2,83,ground,Ammo,1,0,0,0,0,85,10
2,83,ground,Medkit,1,0,0,0,0,33,9
2,83,ground,Ammo,1,0,0,0,0,30,6
2,83,ground,Throwing Rock,3,0,0,0,0,71,11
2,83,ground,Acorn Mine,2,0,0,0,0,80,7
2,83,ground,Rope Hook,1,0,24,0,0,32,35
2,83,wall,Thorn Caltrops,2,0,0,0,0,48,3
2,84,ground,Stick,1,18,0,0,0,55,37
2,84,ground,Hatchet,1,35,0,0,0,53,61
2,84,ground,Torch,1,90,0,0,0,52,61
2,84,ground,Stick,1,18,0,0,0,83,61
2,84,ground,Root Drill,1,0,3,0,0,84,59
2,84,carried,Buckler,1,30,0,0,0,58,63
2,84,carried,Buckler,1,30,0,0,0,76,59
2,84,ground,Firecracker,2,0,0,0,0,50,57
2,84,ground,Firecracker,2,0,0,0,0,63,64
2,84,ground,Firecracker,2,0,0,0,0,52,57
2,84,ground,Seed Bag,1,0,6,0,0,57,54
2,84,ground,Bow,1,0,0,20,0,57,18
2,84,ground,Bandage,2,0,0,0,0,54,15
2,84,ground,Mushroom spores,2,0,0,0,0,85,13
2,84,ground,Bandage,2,0,0,0,0,98,38
2,84,ground,Ammo,1,0,0,0,0,30,73
2,84,ground,Ammo,1,0,0,0,0,17,75
2,84,ground,Sap jar,2,0,0,0,0,71,12
2,85,ground,Stick,1,18,0,0,0,79,35
2,85,ground,River Fish,5,0,0,0,0,41,15
2,85,ground,Seed Bag,1,0,6,0,0,51,30
2,85,ground,Resin Glue,1,0,0,0,0,80,47
2,85,ground,Ammo,1,0,0,0,0,86,55
2,85,ground,Ammo,1,0,0,0,0,61,65
2,85,ground,Ammo,1,0,0,0,0,90,51
2,85,ground,Hatchet,1,35,0,0,0,37,37
2,85,ground,Fungal Bread,1,0,0,0,0,95,40
2,85,ground,Medkit,1,0,0,0,0,119,32
2,85,ground,River Fish,5,0,0,0,0,82,84
2,85,ground,River Fish,2,0,0,0,0,72,92
2,85,stored,Fried Egg,2,0,0,0,0,53,4
2,85,stored,Crossbow,1,0,0,1,16,51,12
2,85,stored,Stick,1,18,0,0,0,28,13
2,85,ground,Bear Trap,2,0,0,0,0,106,41
2,85,ground,Torch,1,90,0,0,0,79,90
2,85,ground,Rope Hook,1,0,24,0,0,37,26
2,86,ground,Stick,1,18,0,0,0,33,15
2,86,ground,Flint Knife,1,60,0,0,0,44,51
2,86,ground,Chili,1,0,0,0,0,46,33
2,86,ground,Water flask,2,0,0,0,0,37,42
2,86,ground,Pickaxe,1,32,0,0,0,56,83
2,86,ground,Rope Hook,1,0,24,0,0,57,83
2,86,ground,Torch,1,90,0,0,0,33,77
2,86,ground,Mushroom spores,2,0,0,0,0,9,36
2,86,ground,Lantern Seed,1,0,0,0,0,15,39
2,86,ground,Rake,1,400,0,0,0,55,14
2,86,ground,Fungal Bread,1,0,0,0,0,53,11
2,86,ground,Acorn Mine,2,0,0,0,0,18,50
2,86,ground,Ammo,1,0,0,0,0,17,50
2,86,ground,Medkit,1,0,0,0,0,5,75
2,86,ground,Ammo,1,0,0,0,0,14,82
2,86,ground,Wooden Maul,1,24,0,0,0,75,85
2,86,wall,Stick,1,18,0,0,0,79,63
2,86,wall,Acorn Mine,2,0,0,0,0,21,76
2,87,ground,Stick,1,18,0,0,0,33,35
2,87,ground,Sleep Meds,3,0,0,0,0,33,68
2,87,ground,Pickaxe,1,32,0,0,0,36,51
2,87,ground,Rope Snare,2,0,0,0,0,47,70
2,87,ground,Pickaxe,1,32,0,0,0,78,16
2,87,ground,Throwing Net,2,0,0,0,0,79,16
2,87,ground,Torch,1,90,0,0,0,57,12
2,87,ground,Hatchet,1,35,0,0,0,52,34
2,87,ground,Raw Meat,1,0,0,0,0,55,31
2,87,ground,Digging Claws,1,200,0,0,0,17,54
2,87,ground,Thorn Caltrops,1,0,0,0,0,52,37
2,87,ground,Lighter,1,0,20,0,0,10,47
2,87,ground,Ammo,1,0,0,0,0,10,61
2,87,ground,Lighter,1,0,20,0,0,38,12
2,87,ground,Ammo,1,0,0,0,0,31,4
2,87,ground,Medkit,1,0,0,0,0,91,9
2,87,ground,Ammo,1,0,0,0,0,57,96
2,87,ground,Bandage,2,0,0,0,0,107,12
2,87,ground,Lighter,1,0,20,0,0,73,25
2,87,ground,Reflecting Pan,1,24,0,0,0,51,101
2,87,ground,Seed Bag,1,0,6,0,0,6,51
2,87,wall,Fried Egg,2,0,0,0,0,3,60
2,88,ground,Stick,1,18,0,0,0,79,59
2,88,ground,Cooked Meat,2,0,0,0,0,37,47
2,88,ground,Hatchet,1,35,0,0,0,81,96
2,88,ground,Torch,1,90,0,0,0,81,95
2,88,ground,Hatchet,1,35,0,0,0,81,126
2,88,ground,Root Drill,1,0,3,0,0,81,127
2,88,carried,Buckler,1,30,0,0,0,84,124
2,88,carried,Buckler,1,30,0,0,0,85,107
2,88,ground,Firecracker,2,0,0,0,0,69,101
2,88,ground,Firecracker,2,0,0,0,0,77,101
2,88,ground,River Fish,5,0,0,0,0,74,84
2,88,ground,Bow,1,0,0,20,0,15,58
2,88,ground,Mushroom spores,2,0,0,0,0,59,54
2,88,ground,Water flask,2,0,0,0,0,75,80
2,88,ground,Fungal Bread,1,0,0,0,0,61,38
2,88,ground,Rake,1,400,0,0,0,62,14
2,88,ground,Ammo,1,0,0,0,0,64,14
2,88,ground,Medkit,1,0,0,0,0,36,10
2,88,ground,Ammo,1,0,0,0,0,36,11
2,88,ground,Sleep Meds,3,0,0,0,0,74,114
2,88,wall,Digging Claws,1,200,0,0,0,10,23
2,88,wall,Bow,1,0,0,20,0,52,41
2,89,ground,Stick,1,18,0,0,0,78,57
2,89,ground,Pickaxe,1,32,0,0,0,39,69
2,89,ground,Bow,1,0,0,20,0,59,77
2,89,ground,Bird Seed,3,0,0,0,0,60,75
2,89,ground,Pickaxe,1,32,0,0,0,61,83
2,89,ground,Crossbow,1,0,0,1,16,44,70
2,89,ground,Bitter Root,1,0,0,0,0,6,29
2,89,ground,Medkit,1,0,0,0,0,56,98
2,89,ground,Thunder Acorn,2,0,0,0,0,4,92
2,89,ground,Ammo,1,0,0,0,0,20,98
2,89,ground,Bandage,2,0,0,0,0,52,101
2,89,ground,Pickaxe,1,32,0,0,0,51,101
2,89,ground,Ammo,1,0,0,0,0,53,103
2,89,ground,Pitch Bomb,2,0,0,0,0,4,14
2,89,ground,Acorn Mine,2,0,0,0,0,14,31
2,89,ground,Acorn Mine,2,0,0,0,0,22,44
2,89,wall,Sticky Boots,1,0,4,0,0,16,38
2,90,ground,Stick,1,18,0,0,0,79,59
2,90,ground,River Fish,5,0,0,0,0,29,50
2,90,ground,Torch,1,90,0,0,0,42,81
2,90,ground,Splint,1,0,2,0,0,36,63
2,90,ground,Stick,1,18,0,0,0,59,35
2,90,ground,Rope Hook,1,0,24,0,0,60,35
2,90,ground,Torch,1,90,0,0,0,57,56
2,90,ground,Sap jar,2,0,0,0,0,13,96
2,90,ground,Thunder Acorn,2,0,0,0,0,9,103
2,90,ground,River Fish,5,0,0,0,0,8,52
2,90,ground,River Fish,3,0,0,0,0,81,80
2,90,ground,Buckler,1,30,0,0,0,52,73
2,90,ground,Mushroom spores,2,0,0,0,0,3,59
2,90,ground,Medkit,1,0,0,0,0,35,101
2,90,ground,Water flask,2,0,0,0,0,75,82
2,90,ground,Blink Seed,2,0,0,0,0,52,10
2,90,ground,Ammo,1,0,0,0,0,47,10
2,90,ground,Bandage,2,0,0,0,0,37,103
2,90,ground,Ammo,1,0,0,0,0,36,96
2,90,ground,River Fish,2,0,0,0,0,73,73
2,90,ground,River Fish,3,0,0,0,0,83,41
2,90,ground,Resin Glue,1,0,0,0,0,57,75
2,90,ground,Bomb,2,0,0,0,0,18,51
2,90,ground,Sticky Boots,1,0,4,0,0,61,85
2,90,wall,Hatchet,1,35,0,0,0,72,100
2,91,ground,Stick,1,18,0,0,0,13,81
2,91,ground,Rope Hook,1,0,24,0,0,79,54
2,91,ground,Oil flask,2,0,0,0,0,32,52
2,91,ground,Bow,1,0,0,20,0,84,60
2,91,ground,Hatchet,1,35,0,0,0,31,38
2,91,ground,Torch,1,90,0,0,0,30,36
2,91,ground,Bow,1,0,0,20,0,59,38
2,91,ground,Root Drill,1,0,3,0,0,60,38
2,91,carried,Buckler,1,30,0,0,0,55,37
2,91,carried,Buckler,1,30,0,0,0,35,34
2,91,carried,Buckler,1,30,0,0,0,59,29
2,91,ground,Firecracker,2,0,0,0,0,51,33
2,91,ground,River Fish,3,0,0,0,0,37,80
2,91,ground,Seed Bag,1,0,6,0,0,34,4
2,91,ground,Mushroom spores,2,0,0,0,0,32,76
2,91,ground,Ammo,1,0,0,0,0,38,9
2,91,ground,Rake,1,400,0,0,0,74,80
2,91,ground,Herb Bag,1,0,4,0,0,83,75
2,91,ground,Fungal Bread,1,0,0,0,0,78,122
2,91,ground,Ammo,1,0,0,0,0,13,6
2,91,ground,River Fish,2,0,0,0,0,59,100
2,91,ground,River Fish,4,0,0,0,0,73,123
2,91,ground,Wooden Maul,1,24,0,0,0,65,42
2,91,ground,Fried Egg,2,0,0,0,0,41,21
2,91,wall,Thorn Caltrops,2,0,0,0,0,78,114
2,92,ground,Stick,1,18,0,0,0,79,14
2,92,ground,Cooked Meat,2,0,0,0,0,72,59
2,92,ground,Stick,1,18,0,0,0,121,11
2,92,ground,Digging Claws,1,200,0,0,0,103,31
2,92,ground,Digging Claws,1,200,0,0,0,108,15
2,92,ground,Pickaxe,1,32,0,0,0,92,29
2,92,ground,Bow,1,0,0,20,0,104,39
2,92,ground,Seed Bag,1,0,6,0,0,51,17
2,92,ground,Resin Glue,1,0,0,0,0,63,9
2,92,ground,Ammo,1,0,0,0,0,56,9
2,92,ground,Medkit,1,0,0,0,0,41,32
2,92,ground,Ammo,1,0,0,0,0,10,61
2,92,ground,Bandage,2,0,0,0,0,42,34
2,92,ground,Hatchet,1,35,0,0,0,29,39
2,92,ground,Ammo,1,0,0,0,0,27,39
2,92,ground,River Fish,5,0,0,0,0,67,31
2,92,ground,River Fish,2,0,0,0,0,66,17
2,92,ground,River Fish,4,0,0,0,0,54,12
2,92,stored,Throwing Rock,3,0,0,0,0,8,56
2,92,stored,Bandaid,5,0,0,0,0,13,55
2,92,stored,Crossbow,1,0,0,1,16,11,58
2,92,ground,Fried Egg,2,0,0,0,0,40,59
2,92,ground,Straw Decoy,1,0,0,0,0,127,34
2,93,ground,Stick,1,18,0,0,0,56,14
2,93,ground,River Fish,3,0,0,0,0,33,14
2,93,ground,River Fish,3,0,0,0,0,38,37
2,93,ground,Fishing Line,1,0,20,0,0,37,33
2,93,ground,Bow,1,0,0,20,0,59,59
2,93,ground,Rake,1,400,0,0,0,58,35
2,93,ground,Fungal Bread,1,0,0,0,0,48,33
2,93,ground,Mushroom spores,2,0,0,0,0,36,11
2,93,ground,Bandage,2,0,0,0,0,29,72
2,93,ground,Pocket Door,1,0,2,0,0,11,30
2,93,ground,Ammo,1,0,0,0,0,16,34
2,93,ground,Ammo,1,0,0,0,0,51,54
2,93,ground,Bear Trap,2,0,0,0,0,16,11
2,93,wall,Hunting Horn,1,0,8,0,0,69,41
2,94,ground,Stick,1,18,0,0,0,77,37
2,94,ground,Flint Knife,1,60,0,0,0,29,32
2,94,ground,River Fish,5,0,0,0,0,53,36
2,94,ground,Pickaxe,1,32,0,0,0,57,49
2,94,ground,Pickaxe,1,32,0,0,0,121,38
2,94,ground,Throwing Net,2,0,0,0,0,122,38
2,94,ground,Torch,1,90,0,0,0,99,34
2,94,ground,Hatchet,1,35,0,0,0,96,7
2,94,ground,Torch,1,90,0,0,0,96,6
2,94,ground,Pickaxe,1,32,0,0,0,126,7
2,94,ground,Root Drill,1,0,3,0,0,127,7
2,94,carried,Buckler,1,30,0,0,0,117,12
2,94,carried,Buckler,1,30,0,0,0,102,18
2,94,ground,Fungal Bread,2,0,0,0,0,114,7
2,94,ground,Firecracker,2,0,0,0,0,98,10
2,94,ground,Bow,1,0,0,20,0,101,35
2,94,ground,Medkit,1,0,0,0,0,107,57
2,94,ground,Resin Glue,1,0,0,0,0,147,19
2,94,ground,Fungal Bread,1,0,0,0,0,152,19
2,94,ground,Pickaxe,1,32,0,0,0,93,60
2,94,ground,Ammo,1,0,0,0,0,108,51
2,94,ground,Water flask,2,0,0,0,0,146,12
2,95,ground,Stick,1,18,0,0,0,78,80
2,95,ground,River Fish,6,0,0,0,0,16,72
2,95,ground,Boomerang,1,0,0,0,0,7,58
2,95,ground,Resin Glue,1,0,0,0,0,18,75
2,95,ground,Hatchet,1,35,0,0,0,9,39
2,95,ground,Torch,1,90,0,0,0,9,38
2,95,ground,Stick,1,18,0,0,0,37,39
2,95,ground,Root Drill,1,0,3,0,0,38,39
2,95,ground,Fungal Bread,2,0,0,0,0,36,34
2,95,ground,Firecracker,2,0,0,0,0,33,39
2,95,ground,Raw Meat,1,0,0,0,0,61,74
2,95,ground,Hunting Spear,1,45,0,0,0,9,37
2,95,ground,Rake,1,400,0,0,0,26,80
2,95,ground,Bandage,2,0,0,0,0,30,81
2,95,ground,Rake,1,400,0,0,0,27,106
2,95,ground,Herb Bag,1,0,4,0,0,27,100
2,95,ground,Ammo,1,0,0,0,0,78,105
2,95,ground,Ammo,1,0,0,0,0,55,50
2,95,wall,Torch,1,90,0,0,0,55,80
2,96,ground,Stick,1,18,0,0,0,56,14
2,96,ground,Pickaxe,1,32,0,0,0,91,18
2,96,ground,Lighter,1,0,20,0,0,94,32
2,96,ground,Flint Knife,1,60,0,0,0,94,22
2,96,ground,Seed Bag,1,0,6,0,0,99,17
2,96,ground,Flint Knife,1,60,0,0,0,39,78
2,96,ground,Rope Hook,1,0,24,0,0,40,78
2,96,ground,Torch,1,90,0,0,0,34,56
2,96,ground,Pickaxe,1,32,0,0,0,34,85
2,96,ground,Water flask,2,0,0,0,0,15,34
2,96,ground,Ammo,1,0,0,0,0,60,76
2,96,ground,Medkit,1,0,0,0,0,15,72
2,96,ground,Mushroom spores,2,0,0,0,0,8,54
2,96,ground,Bandage,2,0,0,0,0,12,78
2,96,ground,Ammo,1,0,0,0,0,10,75
2,96,ground,River Fish,2,0,0,0,0,24,22
2,96,ground,River Fish,5,0,0,0,0,38,18
2,96,ground,River Fish,3,0,0,0,0,53,20
2,96,ground,River Fish,2,0,0,0,0,69,16
2,96,stored,Bomb,2,0,0,0,0,44,83
2,96,ground,Water flask,2,0,0,0,0,33,26
2,96,wall,Sap jar,2,0,0,0,0,21,76
2,97,ground,Stick,1,18,0,0,0,57,15
2,97,ground,Mushroom spores,2,0,0,0,0,32,41
2,97,ground,Hatchet,1,35,0,0,0,53,38
2,97,ground,Ammo,1,0,0,0,0,57,29
2,97,ground,Bitter Root,1,0,0,0,0,76,39
2,97,ground,Bandage,2,0,0,0,0,34,40
2,97,ground,Ammo,1,0,0,0,0,54,53
2,97,ground,Ammo,1,0,0,0,0,28,55
2,97,ground,Bandage,2,0,0,0,0,17,35
2,97,stored,Bitter Root,1,0,0,0,0,74,33
2,97,stored,Flint Knife,1,60,0,0,0,60,62
2,97,stored,Fried Egg,2,0,0,0,0,100,40
2,97,ground,Seed Bag,1,0,6,0,0,52,81
2,97,ground,Smoke pot,2,0,0,0,0,101,7
2,97,wall,Seed Bag,1,0,6,0,0,12,40
2,98,ground,Stick,1,18,0,0,0,12,80
2,98,ground,River Fish,4,0,0,0,0,31,124
2,98,ground,Flint Knife,1,60,0,0,0,39,28
2,98,ground,Raw Meat,1,0,0,0,0,25,38
2,98,ground,Bear Trap,2,0,0,0,0,15,126
2,98,ground,Chili,1,0,0,0,0,16,96
2,98,ground,Rake,1,400,0,0,0,8,64
2,98,ground,Herb Bag,1,0,4,0,0,9,51
2,98,ground,Bandage,2,0,0,0,0,33,73
2,98,ground,Ammo,1,0,0,0,0,51,76
2,98,ground,River Fish,4,0,0,0,0,8,52
2,98,ground,River Fish,5,0,0,0,0,18,63
2,98,ground,Medkit,1,0,0,0,0,10,120
2,99,ground,Stick,1,18,0,0,0,55,81
2,99,ground,Mushroom spores,2,0,0,0,0,21,120
2,99,ground,Hatchet,1,35,0,0,0,15,119
2,99,ground,Flint Knife,1,60,0,0,0,59,121
2,99,ground,Throwing Net,2,0,0,0,0,60,121
2,99,ground,Torch,1,90,0,0,0,55,100
2,99,ground,Pickaxe,1,32,0,0,0,31,12
2,99,ground,Bandage,3,0,0,0,0,36,37
2,99,ground,River Fish,4,0,0,0,0,54,60
2,99,ground,Pitch Bomb,2,0,0,0,0,35,39
2,99,ground,Water flask,2,0,0,0,0,57,54
2,99,ground,Firecracker,3,0,0,0,0,35,74
2,99,ground,Ammo,1,0,0,0,0,34,73
2,99,ground,Water flask,2,0,0,0,0,10,32
2,99,ground,Medkit,1,0,0,0,0,19,60
2,99,ground,Bandage,2,0,0,0,0,18,54
2,99,ground,Ammo,1,0,0,0,0,17,54
2,99,ground,River Fish,2,0,0,0,0,32,62
2,99,ground,Fried Egg,2,0,0,0,0,23,22
2,100,ground,Stick,1,18,0,0,0,78,15
2,100,ground,River Fish,6,0,0,0,0,109,38
2,100,ground,Torch,1,90,0,0,0,125,33
2,100,ground,Crossbow,1,0,0,1,16,93,27
2,100,ground,River Fish,4,0,0,0,0,102,10
2,100,ground,Thorn Caltrops,2,0,0,0,0,54,57
2,100,ground,Water flask,2,0,0,0,0,104,14
2,100,ground,Oil flask,1,0,0,0,0,58,9
2,100,ground,Medkit,1,0,0,0,0,83,33
2,100,ground,Ammo,1,0,0,0,0,31,12
2,100,ground,Bandage,2,0,0,0,0,127,9
2,100,ground,Ammo,1,0,0,0,0,9,9
2,100,ground,Ammo,1,0,0,0,0,75,29
2,100,stored,Spring Trap,2,0,0,0,0,31,16
2,100,ground,Rope Snare,2,0,0,0,0,124,17
2,100,wall,Seed Bag,1,0,6,0,0,93,15
2,101,ground,Stick,1,18,0,0,0,56,59
2,101,ground,River Fish,6,0,0,0,0,57,33
2,101,ground,Flint Knife,1,60,0,0,0,47,10
2,101,ground,Wolf Whistle,1,0,8,0,0,53,19
2,101,ground,Bow,1,0,0,20,0,30,13
2,101,ground,Rope Hook,1,0,24,0,0,31,13
2,101,ground,Torch,1,90,0,0,0,34,33
