floor,source,item,role,floors_present,sample_floors,presence_percent,avg_pickups_per_floor,avg_units_per_floor,avg_units_per_pickup
3,wall,Wooden Maul,combat,8,256,3.125,0.03125,0.03125,1.0
3,wall,Flint Knife,combat,8,256,3.125,0.03515625,0.03515625,1.0
3,wall,Torch,combat,7,256,2.734375,0.02734375,0.02734375,1.0
3,wall,Sap jar,combat,15,256,5.859375,0.05859375,0.1171875,2.0
3,wall,Water flask,survival,12,256,4.6875,0.046875,0.09375,2.0
3,wall,Mushroom spores,combat,15,256,5.859375,0.0625,0.125,2.0
3,wall,Smoke pot,combat,3,256,1.171875,0.01171875,0.0234375,2.0
3,wall,Fried Egg,survival,12,256,4.6875,0.05078125,0.1015625,2.0
3,wall,Digging Claws,combat,3,256,1.171875,0.01171875,0.01171875,1.0
3,wall,Seed Bag,combat,11,256,4.296875,0.04296875,0.04296875,1.0
3,wall,Herb Bag,survival,2,256,0.78125,0.0078125,0.0078125,1.0
3,wall,Fungal Bread,survival,2,256,0.78125,0.0078125,0.0078125,1.0
3,wall,Thorn Caltrops,combat,4,256,1.5625,0.015625,0.03125,2.0
3,wall,Hunting Horn,combat,5,256,1.953125,0.01953125,0.01953125,1.0
3,wall,Rope Hook,mobility,4,256,1.5625,0.015625,0.015625,1.0
3,wall,Blink Seed,mobility,2,256,0.78125,0.0078125,0.015625,2.0
3,wall,Boomerang,combat,3,256,1.171875,0.01171875,0.01171875,1.0
3,wall,Rope Snare,combat,4,256,1.5625,0.015625,0.03125,2.0
3,wall,Spring Trap,combat,3,256,1.171875,0.01171875,0.0234375,2.0
3,wall,Acorn Mine,combat,3,256,1.171875,0.01171875,0.0234375,2.0
3,wall,Throwing Net,combat,3,256,1.171875,0.01171875,0.0234375,2.0
3,wall,Sticky Boots,survival,5,256,1.953125,0.01953125,0.01953125,1.0
3,wall,Rabbit Charm,mobility,2,256,0.78125,0.01171875,0.01171875,1.0
3,wall,Pitch Bomb,combat,6,256,2.34375,0.0234375,0.046875,2.0
3,wall,Shield Lantern,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,wall,Reflecting Pan,combat,4,256,1.5625,0.015625,0.015625,1.0
3,wall,Straw Decoy,combat,2,256,0.78125,0.0078125,0.0078125,1.0
3,wall,Thunder Acorn,combat,1,256,0.390625,0.00390625,0.0078125,2.0
3,wall,Pocket Door,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Medkit,survival,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Bandage,survival,6,256,2.34375,0.0234375,0.0703125,3.0
3,stored,Bandaid,oddity,2,256,0.78125,0.0078125,0.0390625,5.0
3,stored,Buckler,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Bow,combat,8,256,3.125,0.03125,0.03125,1.0
3,stored,Ammo,utility,2,256,0.78125,0.0078125,0.015625,2.0
3,stored,Bomb,combat,4,256,1.5625,0.015625,0.03125,2.0
3,stored,Sleep Meds,combat,2,256,0.78125,0.0078125,0.0234375,3.0
3,stored,Stick,combat,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Bear Trap,combat,2,256,0.78125,0.0078125,0.015625,2.0
3,stored,Pickaxe,mobility,3,256,1.171875,0.01171875,0.01171875,1.0
3,stored,Raw Meat,utility,2,256,0.78125,0.0078125,0.015625,2.0
3,stored,Cooked Meat,survival,5,256,1.953125,0.01953125,0.0390625,2.0
3,stored,Throwing Rock,combat,2,256,0.78125,0.0078125,0.0234375,3.0
3,stored,Hatchet,combat,4,256,1.5625,0.01953125,0.01953125,1.0
3,stored,Hunting Spear,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Crossbow,combat,3,256,1.171875,0.01171875,0.01171875,1.0
3,stored,Blunderbuss,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Wooden Maul,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Rake,utility,4,256,1.5625,0.015625,0.015625,1.0
3,stored,Flint Knife,combat,4,256,1.5625,0.015625,0.015625,1.0
3,stored,Torch,combat,10,256,3.90625,0.0390625,0.0390625,1.0
3,stored,Lighter,utility,4,256,1.5625,0.01953125,0.01953125,1.0
3,stored,Oil flask,utility,4,256,1.5625,0.015625,0.03125,2.0
3,stored,Sap jar,combat,3,256,1.171875,0.01171875,0.0234375,2.0
3,stored,Water flask,survival,6,256,2.34375,0.0234375,0.046875,2.0
3,stored,Mushroom spores,combat,2,256,0.78125,0.0078125,0.015625,2.0
3,stored,Smoke pot,combat,1,256,0.390625,0.00390625,0.0078125,2.0
3,stored,Honey pot,utility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Egg,utility,3,256,1.171875,0.01171875,0.03515625,3.0
3,stored,Fried Egg,survival,4,256,1.5625,0.015625,0.03125,2.0
3,stored,Digging Claws,combat,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Resin Glue,utility,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Seed Bag,combat,4,256,1.5625,0.015625,0.015625,1.0
3,stored,Herb Bag,survival,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Splint,utility,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Bitter Root,utility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Chili,utility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Bird Seed,utility,5,256,1.953125,0.01953125,0.05859375,3.0
3,stored,Hunting Horn,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Rope Hook,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Root Drill,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Blink Seed,mobility,1,256,0.390625,0.00390625,0.0078125,2.0
3,stored,Boomerang,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Spring Trap,combat,2,256,0.78125,0.0078125,0.015625,2.0
3,stored,Acorn Mine,combat,1,256,0.390625,0.00390625,0.0078125,2.0
3,stored,Rabbit Charm,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Firecracker,utility,1,256,0.390625,0.00390625,0.01171875,3.0
3,stored,Stink Bomb,oddity,1,256,0.390625,0.00390625,0.0078125,2.0
3,stored,Rotten Fruit,oddity,3,256,1.171875,0.01171875,0.03515625,3.0
3,stored,Shield Lantern,combat,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Scarecrow,utility,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Straw Decoy,combat,1,256,0.390625,0.00390625,0.00390625,1.0
3,stored,Wolf Whistle,utility,2,256,0.78125,0.0078125,0.0078125,1.0
3,stored,Pocket Door,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
3,carried,Buckler,combat,177,256,69.140625,1.6875,1.6875,1.0
4,ground,Medkit,survival,177,256,69.140625,0.75,0.75,1.0
4,ground,Bandage,survival,179,256,69.921875,1.046875,2.1953125,2.0970149253731343
4,ground,Bandaid,oddity,1,256,0.390625,0.00390625,0.01953125,5.0
4,ground,Buckler,combat,21,256,8.203125,0.08203125,0.08203125,1.0
4,ground,Bow,combat,74,256,28.90625,0.37109375,0.37109375,1.0
4,ground,Ammo,utility,256,256,100.0,3.3671875,3.390625,1.0069605568445477
4,ground,Bomb,combat,20,256,7.8125,0.08203125,0.1640625,2.0
4,ground,Sleep Meds,combat,24,256,9.375,0.09765625,0.29296875,3.0
4,ground,Stick,combat,256,256,100.0,1.35546875,1.35546875,1.0
4,ground,Bear Trap,combat,27,256,10.546875,0.1171875,0.234375,2.0
4,ground,Pickaxe,mobility,101,256,39.453125,0.52734375,0.52734375,1.0
4,ground,Raw Meat,utility,21,256,8.203125,0.08203125,0.09375,1.1428571428571428
4,ground,Cooked Meat,survival,27,256,10.546875,0.12109375,0.2421875,2.0
4,ground,Throwing Rock,combat,34,256,13.28125,0.1328125,0.3984375,3.0
4,ground,Hatchet,combat,126,256,49.21875,0.75,0.75,1.0
4,ground,Hunting Spear,combat,48,256,18.75,0.19921875,0.19921875,1.0
4,ground,Crossbow,combat,43,256,16.796875,0.18359375,0.18359375,1.0
4,ground,Blunderbuss,combat,32,256,12.5,0.13671875,0.13671875,1.0
4,ground,Wooden Maul,combat,32,256,12.5,0.140625,0.140625,1.0
4,ground,Rake,utility,105,256,41.015625,0.515625,0.515625,1.0
4,ground,Flint Knife,combat,91,256,35.546875,0.41796875,0.41796875,1.0
4,ground,Torch,combat,178,256,69.53125,1.06640625,1.06640625,1.0
4,ground,Lighter,utility,75,256,29.296875,0.33984375,0.33984375,1.0
4,ground,Oil flask,utility,13,256,5.078125,0.05078125,0.0703125,1.3846153846153846
4,ground,Sap jar,combat,53,256,20.703125,0.2265625,0.41015625,1.8103448275862069
4,ground,Water flask,survival,97,256,37.890625,0.4140625,0.828125,2.0
4,ground,Mushroom spores,combat,79,256,30.859375,0.39453125,0.7890625,2.0
4,ground,Smoke pot,combat,15,256,5.859375,0.05859375,0.1171875,2.0
4,ground,Honey pot,utility,23,256,8.984375,0.08984375,0.08984375,1.0
4,ground,Egg,utility,9,256,3.515625,0.03515625,0.10546875,3.0
4,ground,Fried Egg,survival,21,256,8.203125,0.08203125,0.1640625,2.0
4,ground,Digging Claws,combat,57,256,22.265625,0.24609375,0.24609375,1.0
4,ground,Resin Glue,utility,55,256,21.484375,0.23828125,0.23828125,1.0
4,ground,Seed Bag,combat,52,256,20.3125,0.23046875,0.23046875,1.0
4,ground,Lantern Seed,oddity,21,256,8.203125,0.08203125,0.08203125,1.0
4,ground,Herb Bag,survival,141,256,55.078125,0.7421875,0.7421875,1.0
4,ground,Splint,utility,24,256,9.375,0.09765625,0.09765625,1.0
4,ground,Bitter Root,utility,18,256,7.03125,0.0703125,0.0703125,1.0
4,ground,Chili,utility,19,256,7.421875,0.078125,0.078125,1.0
4,ground,Fungal Bread,survival,160,256,62.5,0.94140625,1.15625,1.2282157676348548
4,ground,Bird Seed,utility,74,256,28.90625,0.3125,0.359375,1.15
4,ground,Thorn Caltrops,combat,29,256,11.328125,0.11328125,0.17578125,1.5517241379310345
4,ground,Hunting Horn,combat,15,256,5.859375,0.05859375,0.05859375,1.0
4,ground,Rope Hook,mobility,82,256,32.03125,0.3671875,0.3671875,1.0
4,ground,Root Drill,mobility,78,256,30.46875,0.31640625,0.31640625,1.0
4,ground,Blink Seed,mobility,10,256,3.90625,0.0390625,0.078125,2.0
4,ground,Boomerang,combat,15,256,5.859375,0.05859375,0.05859375,1.0
4,ground,Rope Snare,combat,35,256,13.671875,0.140625,0.28125,2.0
4,ground,Spring Trap,combat,19,256,7.421875,0.07421875,0.1484375,2.0
4,ground,Acorn Mine,combat,17,256,6.640625,0.06640625,0.1328125,2.0
4,ground,Throwing Net,combat,54,256,21.09375,0.2265625,0.453125,2.0
4,ground,Sticky Boots,survival,8,256,3.125,0.03515625,0.03515625,1.0
4,ground,Rabbit Charm,mobility,13,256,5.078125,0.0546875,0.0546875,1.0
4,ground,Hand Bell,oddity,5,256,1.953125,0.01953125,0.01953125,1.0
4,ground,Firecracker,utility,56,256,21.875,0.34375,0.69921875,2.034090909090909
4,ground,Stink Bomb,oddity,2,256,0.78125,0.0078125,0.015625,2.0
4,ground,Rotten Fruit,oddity,5,256,1.953125,0.01953125,0.05859375,3.0
4,ground,Pitch Bomb,combat,27,256,10.546875,0.109375,0.21875,2.0
4,ground,Shield Lantern,combat,15,256,5.859375,0.05859375,0.05859375,1.0
4,ground,Reflecting Pan,combat,12,256,4.6875,0.046875,0.046875,1.0
4,ground,Scarecrow,utility,5,256,1.953125,0.01953125,0.01953125,1.0
4,ground,Straw Decoy,combat,26,256,10.15625,0.1015625,0.1015625,1.0
4,ground,Wolf Whistle,utility,7,256,2.734375,0.02734375,0.02734375,1.0
4,ground,Thunder Acorn,combat,12,256,4.6875,0.046875,0.09375,2.0
4,ground,Pocket Door,mobility,13,256,5.078125,0.05078125,0.05078125,1.0
4,ground,Fishing Line,utility,61,256,23.828125,0.26953125,0.26953125,1.0
4,ground,Borrowed Summer,survival,1,256,0.390625,0.00390625,0.00390625,1.0
4,ground,River Fish,survival,191,256,74.609375,1.86328125,7.35546875,3.947589098532495
4,wall,Medkit,survival,9,256,3.515625,0.03515625,0.03515625,1.0
4,wall,Bandage,survival,12,256,4.6875,0.046875,0.140625,3.0
4,wall,Buckler,combat,7,256,2.734375,0.02734375,0.02734375,1.0
4,wall,Bow,combat,6,256,2.34375,0.02734375,0.02734375,1.0
4,wall,Bomb,combat,5,256,1.953125,0.01953125,0.0390625,2.0
4,wall,Sleep Meds,combat,3,256,1.171875,0.01171875,0.03515625,3.0
4,wall,Stick,combat,11,256,4.296875,0.04296875,0.04296875,1.0
4,wall,Bear Trap,combat,3,256,1.171875,0.01171875,0.0234375,2.0
4,wall,Pickaxe,mobility,15,256,5.859375,0.05859375,0.05859375,1.0
4,wall,Cooked Meat,survival,12,256,4.6875,0.046875,0.09375,2.0
4,wall,Throwing Rock,combat,15,256,5.859375,0.05859375,0.17578125,3.0
4,wall,Hatchet,combat,11,256,4.296875,0.04296875,0.04296875,1.0
4,wall,Crossbow,combat,3,256,1.171875,0.01171875,0.01171875,1.0
4,wall,Blunderbuss,combat,5,256,1.953125,0.01953125,0.01953125,1.0
4,wall,Wooden Maul,combat,4,256,1.5625,0.015625,0.015625,1.0
4,wall,Flint Knife,combat,11,256,4.296875,0.04296875,0.04296875,1.0
4,wall,Torch,combat,5,256,1.953125,0.01953125,0.01953125,1.0
4,wall,Sap jar,combat,13,256,5.078125,0.05078125,0.1015625,2.0
4,wall,Water flask,survival,11,256,4.296875,0.04296875,0.0859375,2.0
4,wall,Mushroom spores,combat,14,256,5.46875,0.0546875,0.109375,2.0
4,wall,Smoke pot,combat,4,256,1.5625,0.015625,0.03125,2.0
4,wall,Fried Egg,survival,10,256,3.90625,0.04296875,0.0859375,2.0
4,wall,Digging Claws,combat,8,256,3.125,0.03125,0.03125,1.0
4,wall,Seed Bag,combat,12,256,4.6875,0.046875,0.046875,1.0
4,wall,Herb Bag,survival,3,256,1.171875,0.01171875,0.01171875,1.0
4,wall,Fungal Bread,survival,5,256,1.953125,0.01953125,0.01953125,1.0
4,wall,Thorn Caltrops,combat,5,256,1.953125,0.01953125,0.0390625,2.0
4,wall,Hunting Horn,combat,4,256,1.5625,0.015625,0.015625,1.0
4,wall,Rope Hook,mobility,9,256,3.515625,0.03515625,0.03515625,1.0
4,wall,Blink Seed,mobility,1,256,0.390625,0.00390625,0.0078125,2.0
4,wall,Boomerang,combat,4,256,1.5625,0.01953125,0.01953125,1.0
4,wall,Rope Snare,combat,8,256,3.125,0.03125,0.0625,2.0
4,wall,Spring Trap,combat,3,256,1.171875,0.015625,0.03125,2.0
4,wall,Acorn Mine,combat,3,256,1.171875,0.01171875,0.0234375,2.0
4,wall,Throwing Net,combat,4,256,1.5625,0.015625,0.03125,2.0
4,wall,Sticky Boots,survival,5,256,1.953125,0.01953125,0.01953125,1.0
4,wall,Rabbit Charm,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
4,wall,Pitch Bomb,combat,4,256,1.5625,0.015625,0.03125,2.0
4,wall,Shield Lantern,combat,3,256,1.171875,0.01171875,0.01171875,1.0
4,wall,Reflecting Pan,combat,4,256,1.5625,0.015625,0.015625,1.0
4,wall,Straw Decoy,combat,3,256,1.171875,0.01171875,0.01171875,1.0
4,wall,Thunder Acorn,combat,1,256,0.390625,0.00390625,0.0078125,2.0
4,stored,Bandage,survival,7,256,2.734375,0.02734375,0.08203125,3.0
4,stored,Bandaid,oddity,1,256,0.390625,0.00390625,0.01953125,5.0
4,stored,Bow,combat,33,256,12.890625,0.1328125,0.1328125,1.0
4,stored,Ammo,utility,5,256,1.953125,0.01953125,0.0390625,2.0
4,stored,Bomb,combat,3,256,1.171875,0.01171875,0.0234375,2.0
4,stored,Sleep Meds,combat,2,256,0.78125,0.0078125,0.0234375,3.0
4,stored,Stick,combat,41,256,16.015625,0.16796875,0.16796875,1.0
4,stored,Bear Trap,combat,2,256,0.78125,0.0078125,0.015625,2.0
4,stored,Pickaxe,mobility,38,256,14.84375,0.15234375,0.15234375,1.0
4,stored,Raw Meat,utility,2,256,0.78125,0.0078125,0.015625,2.0
4,stored,Cooked Meat,survival,1,256,0.390625,0.00390625,0.0078125,2.0
4,stored,Throwing Rock,combat,3,256,1.171875,0.01171875,0.03515625,3.0
4,stored,Hatchet,combat,28,256,10.9375,0.109375,0.109375,1.0
4,stored,Hunting Spear,combat,10,256,3.90625,0.0390625,0.0390625,1.0
4,stored,Crossbow,combat,14,256,5.46875,0.0546875,0.0546875,1.0
4,stored,Blunderbuss,combat,14,256,5.46875,0.0546875,0.0546875,1.0
4,stored,Wooden Maul,combat,17,256,6.640625,0.06640625,0.06640625,1.0
4,stored,Rake,utility,5,256,1.953125,0.01953125,0.01953125,1.0
4,stored,Flint Knife,combat,37,256,14.453125,0.1484375,0.1484375,1.0
4,stored,Torch,combat,28,256,10.9375,0.109375,0.109375,1.0
4,stored,Lighter,utility,3,256,1.171875,0.01171875,0.01171875,1.0
4,stored,Oil flask,utility,6,256,2.34375,0.0234375,0.046875,2.0
4,stored,Sap jar,combat,5,256,1.953125,0.01953125,0.0390625,2.0
4,stored,Water flask,survival,4,256,1.5625,0.015625,0.03125,2.0
4,stored,Mushroom spores,combat,5,256,1.953125,0.01953125,0.0390625,2.0
4,stored,Smoke pot,combat,3,256,1.171875,0.01171875,0.0234375,2.0
4,stored,Egg,utility,5,256,1.953125,0.0234375,0.0703125,3.0
4,stored,Fried Egg,survival,2,256,0.78125,0.0078125,0.015625,2.0
4,stored,Digging Claws,combat,14,256,5.46875,0.0546875,0.0546875,1.0
4,stored,Resin Glue,utility,5,256,1.953125,0.01953125,0.01953125,1.0
4,stored,Seed Bag,combat,5,256,1.953125,0.01953125,0.01953125,1.0
4,stored,Lantern Seed,oddity,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Splint,utility,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Bitter Root,utility,3,256,1.171875,0.01171875,0.01171875,1.0
4,stored,Chili,utility,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Fungal Bread,survival,4,256,1.5625,0.015625,0.015625,1.0
4,stored,Bird Seed,utility,2,256,0.78125,0.01171875,0.03515625,3.0
4,stored,Thorn Caltrops,combat,2,256,0.78125,0.0078125,0.015625,2.0
4,stored,Hunting Horn,combat,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Rope Hook,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Root Drill,mobility,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Blink Seed,mobility,1,256,0.390625,0.00390625,0.0078125,2.0
4,stored,Boomerang,combat,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Spring Trap,combat,3,256,1.171875,0.01171875,0.0234375,2.0
4,stored,Acorn Mine,combat,5,256,1.953125,0.01953125,0.0390625,2.0
4,stored,Sticky Boots,survival,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Stink Bomb,oddity,1,256,0.390625,0.00390625,0.0078125,2.0
4,stored,Rotten Fruit,oddity,2,256,0.78125,0.0078125,0.0234375,3.0
4,stored,Pitch Bomb,combat,2,256,0.78125,0.0078125,0.015625,2.0
4,stored,Shield Lantern,combat,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Reflecting Pan,combat,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Scarecrow,utility,1,256,0.390625,0.00390625,0.00390625,1.0
4,stored,Straw Decoy,combat,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Wolf Whistle,utility,2,256,0.78125,0.0078125,0.0078125,1.0
4,stored,Thunder Acorn,combat,1,256,0.390625,0.00390625,0.0078125,2.0
4,carried,Buckler,combat,187,256,73.046875,1.7265625,1.7265625,1.0
